Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
15	:	1763273504.478	   688.249	0	113	0	0	fmri_process_subject 020
10	:	1763273504.467	   696.520	0	113	0	0	fmri_process_subject 011
1	:	1763273504.450	   698.286	0	113	0	0	fmri_process_subject 001
12	:	1763273504.472	   705.675	0	113	0	0	fmri_process_subject 013
3	:	1763273504.453	   705.832	0	113	0	0	fmri_process_subject 003
6	:	1763273504.459	   717.107	0	113	0	0	fmri_process_subject 007
5	:	1763273504.457	   718.655	0	113	0	0	fmri_process_subject 005
9	:	1763273504.465	   718.938	0	113	0	0	fmri_process_subject 010
13	:	1763273504.474	   722.148	0	113	0	0	fmri_process_subject 014
11	:	1763273504.470	   724.319	0	113	0	0	fmri_process_subject 012
2	:	1763273504.451	   729.191	0	113	0	0	fmri_process_subject 002
14	:	1763273504.476	   737.664	0	113	0	0	fmri_process_subject 018
7	:	1763273504.461	   750.411	0	113	0	0	fmri_process_subject 008
4	:	1763273504.455	   750.789	0	113	0	0	fmri_process_subject 004
8	:	1763273504.463	   836.256	0	113	0	0	fmri_process_subject 009
23	:	1763274223.406	   467.440	0	113	0	0	fmri_process_subject 030
18	:	1763274202.741	   677.720	0	113	0	0	fmri_process_subject 023
19	:	1763274210.152	   680.654	0	113	0	0	fmri_process_subject 024
24	:	1763274226.627	   692.481	0	113	0	0	fmri_process_subject 032
25	:	1763274228.796	   694.888	0	113	0	0	fmri_process_subject 033
26	:	1763274233.646	   706.330	0	113	0	0	fmri_process_subject 034
22	:	1763274223.119	   717.424	0	113	0	0	fmri_process_subject 029
29	:	1763274255.251	   693.000	0	113	0	0	fmri_process_subject 039
28	:	1763274254.876	   704.902	0	113	0	0	fmri_process_subject 037
17	:	1763274200.998	   767.636	0	113	0	0	fmri_process_subject 022
16	:	1763274192.761	   789.090	0	113	0	0	fmri_process_subject 021
20	:	1763274210.290	   771.920	0	113	0	0	fmri_process_subject 026
27	:	1763274242.144	   756.115	0	113	0	0	fmri_process_subject 035
21	:	1763274221.571	   787.050	0	113	0	0	fmri_process_subject 027
30	:	1763274340.725	   712.254	0	113	0	0	fmri_process_subject 042
31	:	1763274690.850	   749.555	0	113	0	0	fmri_process_subject 043
33	:	1763274890.809	   687.950	0	113	0	0	fmri_process_subject 048
32	:	1763274880.464	   730.710	0	113	0	0	fmri_process_subject 044
34	:	1763274919.127	   698.470	0	113	0	0	fmri_process_subject 049
38	:	1763274948.254	   722.021	0	113	0	0	fmri_process_subject 065
40	:	1763274968.641	   703.243	0	113	0	0	fmri_process_subject 067
35	:	1763274923.688	   750.358	0	113	0	0	fmri_process_subject 050
43	:	1763274998.262	   691.174	0	113	0	0	fmri_process_subject 078
41	:	1763274981.855	   710.563	0	113	0	0	fmri_process_subject 070
42	:	1763274982.213	   725.773	0	113	0	0	fmri_process_subject 074
39	:	1763274959.782	   753.108	0	113	0	0	fmri_process_subject 066
37	:	1763274940.547	   798.513	0	113	0	0	fmri_process_subject 064
44	:	1763275008.626	   748.320	0	113	0	0	fmri_process_subject 083
36	:	1763274939.979	   843.681	0	113	0	0	fmri_process_subject 061
45	:	1763275052.982	   753.616	0	113	0	0	fmri_process_subject 084
46	:	1763275440.420	   712.151	0	113	0	0	fmri_process_subject 085
47	:	1763275578.763	   729.216	0	113	0	0	fmri_process_subject 086
49	:	1763275617.601	   704.929	0	113	0	0	fmri_process_subject 088
48	:	1763275611.177	   727.213	0	113	0	0	fmri_process_subject 087
52	:	1763275674.051	   693.623	0	113	0	0	fmri_process_subject 097
50	:	1763275670.278	   707.023	0	113	0	0	fmri_process_subject 092
53	:	1763275689.452	   709.804	0	113	0	0	fmri_process_subject 100
51	:	1763275671.889	   727.536	0	113	0	0	fmri_process_subject 095
